Station,Date,Time (EST),Date+Time,DO (conc.),DO (%),Salinity (ppt),Temp (°C),Temp (°F),pH,Turbidity (NTU),Chlorophyll a (µg/l)
Patuxent River - Jug Bay,01-Jan-2011,04:30:25,01-Jan-2011 04:30:25,12.03,88.8,0.25,2.7,36.8600000858307,7.14,12.1,1.8
Patuxent River - Jug Bay,01-Jan-2011,04:45:24,01-Jan-2011 04:45:24,12.02,88.7,0.25,2.72,36.8960000514984,7.15,11.5,2.4
Patuxent River - Jug Bay,01-Jan-2011,05:00:24,01-Jan-2011 05:00:24,11.96,88.7,0.26,2.86,37.1479998111725,7.15,10.7,2.5
Patuxent River - Jug Bay,01-Jan-2011,05:15:24,01-Jan-2011 05:15:24,11.99,88.7,0.25,2.77,36.9859999656677,7.15,10.9,1.7
Patuxent River - Jug Bay,01-Jan-2011,05:30:25,01-Jan-2011 05:30:25,11.94,88.8,0.25,2.97,37.3460000514984,7.16,10.5,2.3
Patuxent River - Jug Bay,01-Jan-2011,05:45:25,01-Jan-2011 05:45:25,12.03,88.8,0.25,2.7,36.8600000858307,7.14,11.1,1.7
Patuxent River - Jug Bay,01-Jan-2011,06:00:24,01-Jan-2011 06:00:24,12.04,88.6,0.24,2.61,36.6979998111725,7.14,9.9,1.7
Patuxent River - Jug Bay,01-Jan-2011,06:15:25,01-Jan-2011 06:15:25,12.0,88.3,0.25,2.62,36.7159997940064,7.13,11.0,2.1
Patuxent River - Jug Bay,01-Jan-2011,06:30:24,01-Jan-2011 06:30:24,11.96,87.8,0.25,2.5,36.5,7.13,8.9,1.7
Patuxent River - Jug Bay,01-Jan-2011,06:45:25,01-Jan-2011 06:45:25,11.99,88.2,0.24,2.56,36.6079998970032,7.13,8.7,2.1
Patuxent River - Jug Bay,01-Jan-2011,07:00:25,01-Jan-2011 07:00:25,12.08,88.2,0.24,2.32,36.175999879837,7.11,8.6,1.8
Patuxent River - Jug Bay,01-Jan-2011,07:15:24,01-Jan-2011 07:15:24,12.02,88.0,0.24,2.39,36.3020001888275,7.16,8.4,1.8
Patuxent River - Jug Bay,01-Jan-2011,07:30:25,01-Jan-2011 07:30:25,12.09,88.7,0.24,2.47,36.4460000514984,7.11,8.3,1.5
Patuxent River - Jug Bay,01-Jan-2011,07:45:24,01-Jan-2011 07:45:24,12.07,88.1,0.23,2.29,36.1219999313355,7.12,8.4,1.8
Patuxent River - Jug Bay,01-Jan-2011,08:00:25,01-Jan-2011 08:00:25,12.15,88.6,0.23,2.26,36.0679999828339,7.14,7.8,1.9
Patuxent River - Jug Bay,01-Jan-2011,08:15:25,01-Jan-2011 08:15:25,12.15,88.8,0.23,2.33,36.1939998626709,7.16,7.1,1.6
Patuxent River - Jug Bay,01-Jan-2011,08:30:24,01-Jan-2011 08:30:24,12.02,88.4,0.24,2.56,36.6079998970032,7.18,7.5,1.5
Patuxent River - Jug Bay,01-Jan-2011,08:45:24,01-Jan-2011 08:45:24,12.04,88.4,0.24,2.52,36.5359999656677,7.18,7.6,2.5
Patuxent River - Jug Bay,01-Jan-2011,09:00:24,01-Jan-2011 09:00:24,12.05,88.4,0.23,2.47,36.4460000514984,7.16,7.2,1.8
Patuxent River - Jug Bay,01-Jan-2011,09:15:24,01-Jan-2011 09:15:24,12.0,88.0,0.23,2.48,36.4640000343323,7.17,7.3,1.5
Patuxent River - Jug Bay,01-Jan-2011,09:30:25,01-Jan-2011 09:30:25,12.0,88.2,0.23,2.56,36.6079998970032,7.16,8.1,1.2
Patuxent River - Jug Bay,01-Jan-2011,09:45:25,01-Jan-2011 09:45:25,11.98,88.5,0.23,2.74,36.9320000171661,7.16,8.7,1.4
Patuxent River - Jug Bay,01-Jan-2011,10:00:25,01-Jan-2011 10:00:25,11.91,88.4,0.23,2.9,37.2200001716614,7.16,8.6,1.8
Patuxent River - Jug Bay,01-Jan-2011,10:15:24,01-Jan-2011 10:15:24,11.99,88.6,0.23,2.73,36.9140000343323,7.13,9.0,1.1
Patuxent River - Jug Bay,01-Jan-2011,10:30:24,01-Jan-2011 10:30:24,12.0,88.6,0.24,2.7,36.8600000858307,7.14,8.7,1.3
Patuxent River - Jug Bay,01-Jan-2011,10:45:25,01-Jan-2011 10:45:25,11.92,88.0,0.24,2.71,36.8780000686645,7.13,9.3,2.0
Patuxent River - Jug Bay,01-Jan-2011,11:00:25,01-Jan-2011 11:00:25,12.03,89.4,0.24,2.95,37.3100000858307,7.17,8.4,1.4
Patuxent River - Jug Bay,01-Jan-2011,11:15:25,01-Jan-2011 11:15:25,12.07,89.7,0.24,2.96,37.3280000686646,7.17,9.1,1.5
Patuxent River - Jug Bay,01-Jan-2011,11:30:25,01-Jan-2011 11:30:25,12.06,89.9,0.24,3.07,37.525999879837,7.18,9.2,1.6
Patuxent River - Jug Bay,01-Jan-2011,11:45:24,01-Jan-2011 11:45:24,12.04,90.0,0.24,3.19,37.7420001029968,7.18,10.3,1.6
Patuxent River - Jug Bay,01-Jan-2011,12:00:24,01-Jan-2011 12:00:24,12.03,90.2,0.24,3.28,37.9039999485016,7.18,10.6,1.9
Patuxent River - Jug Bay,01-Jan-2011,12:15:24,01-Jan-2011 12:15:24,12.02,90.5,0.24,3.46,38.2280000686645,7.19,12.7,2.5
Patuxent River - Jug Bay,01-Jan-2011,12:30:24,01-Jan-2011 12:30:24,12.03,90.4,0.24,3.38,38.0840002059937,7.19,15.4,2.5
Patuxent River - Jug Bay,01-Jan-2011,12:45:25,01-Jan-2011 12:45:25,12.05,90.6,0.24,3.39,38.1020001888275,7.22,18.3,2.3
Patuxent River - Jug Bay,01-Jan-2011,13:00:24,01-Jan-2011 13:00:24,12.07,91.0,0.24,3.5,38.3,7.21,18.3,1.9
Patuxent River - Jug Bay,01-Jan-2011,13:15:25,01-Jan-2011 13:15:25,12.08,91.2,0.24,3.54,38.3719999313355,7.23,16.7,2.5
Patuxent River - Jug Bay,01-Jan-2011,13:30:25,01-Jan-2011 13:30:25,12.08,91.3,0.24,3.56,38.4079998970032,7.23,16.3,2.6
Patuxent River - Jug Bay,01-Jan-2011,13:45:25,01-Jan-2011 13:45:25,12.1,91.3,0.24,3.53,38.3539999485016,7.2,14.7,2.9
Patuxent River - Jug Bay,01-Jan-2011,14:00:25,01-Jan-2011 14:00:25,12.1,91.4,0.24,3.57,38.425999879837,7.25,14.8,1.9
Patuxent River - Jug Bay,01-Jan-2011,14:15:24,01-Jan-2011 14:15:24,12.13,91.3,0.24,3.44,38.1920001029968,7.26,14.1,1.4
Patuxent River - Jug Bay,01-Jan-2011,14:30:25,01-Jan-2011 14:30:25,12.1,90.9,0.23,3.34,38.0119998455048,7.22,14.1,1.7
Patuxent River - Jug Bay,01-Jan-2011,14:45:24,01-Jan-2011 14:45:24,12.09,91.8,0.23,3.76,38.7679999828339,7.27,11.8,2.3
Patuxent River - Jug Bay,01-Jan-2011,15:00:24,01-Jan-2011 15:00:24,12.09,92.6,0.24,4.09,39.3620002746582,7.3,12.8,2.2
Patuxent River - Jug Bay,01-Jan-2011,15:15:24,01-Jan-2011 15:15:24,12.13,91.7,0.24,3.59,38.4619998455048,7.21,13.0,2.3
Patuxent River - Jug Bay,01-Jan-2011,15:30:24,01-Jan-2011 15:30:24,12.13,91.2,0.24,3.4,38.1200001716614,7.23,13.1,2.1
Patuxent River - Jug Bay,01-Jan-2011,15:45:24,01-Jan-2011 15:45:24,12.11,90.9,0.24,3.3,37.9399999141693,7.19,13.0,2.2
Patuxent River - Jug Bay,01-Jan-2011,16:00:24,01-Jan-2011 16:00:24,12.08,90.6,0.24,3.3,37.9399999141693,7.2,13.0,1.9
Patuxent River - Jug Bay,01-Jan-2011,16:15:24,01-Jan-2011 16:15:24,12.08,90.3,0.24,3.17,37.7060001373291,7.18,14.3,1.9
Patuxent River - Jug Bay,01-Jan-2011,16:30:25,01-Jan-2011 16:30:25,12.08,90.6,0.24,3.31,37.9579998970032,7.2,13.3,2.0
Patuxent River - Jug Bay,01-Jan-2011,16:45:25,01-Jan-2011 16:45:25,12.07,91.4,0.24,3.66,38.5880001544952,7.18,11.4,1.3
Patuxent River - Jug Bay,01-Jan-2011,17:00:24,01-Jan-2011 17:00:24,12.1,91.3,0.24,3.54,38.3719999313355,7.21,13.1,1.8
Patuxent River - Jug Bay,01-Jan-2011,17:15:24,01-Jan-2011 17:15:24,12.08,91.4,0.24,3.63,38.5340002059937,7.22,13.1,2.4
Patuxent River - Jug Bay,01-Jan-2011,17:30:24,01-Jan-2011 17:30:24,12.07,91.5,0.25,3.71,38.6780000686646,7.2,12.0,1.9
Patuxent River - Jug Bay,01-Jan-2011,17:45:24,01-Jan-2011 17:45:24,12.06,91.6,0.25,3.79,38.8219999313354,7.21,11.9,1.7
Patuxent River - Jug Bay,01-Jan-2011,18:00:24,01-Jan-2011 18:00:24,12.02,91.8,0.25,3.97,39.1460000514984,7.19,12.6,1.9
Patuxent River - Jug Bay,01-Jan-2011,18:15:24,01-Jan-2011 18:15:24,11.97,91.9,0.27,4.18,39.5239996910095,7.2,11.8,1.5
Patuxent River - Jug Bay,01-Jan-2011,18:30:24,01-Jan-2011 18:30:24,12.0,91.8,0.26,4.06,39.3079998970032,7.18,11.1,1.6
Patuxent River - Jug Bay,01-Jan-2011,18:45:24,01-Jan-2011 18:45:24,11.98,91.8,0.26,4.12,39.4159997940063,7.19,10.8,1.6
Patuxent River - Jug Bay,01-Jan-2011,19:00:24,01-Jan-2011 19:00:24,11.98,91.8,0.25,4.13,39.4340002059937,7.19,9.8,1.8
Patuxent River - Jug Bay,01-Jan-2011,19:15:24,01-Jan-2011 19:15:24,11.96,91.8,0.25,4.17,39.5060001373291,7.19,10.9,1.5
Patuxent River - Jug Bay,01-Jan-2011,19:30:24,01-Jan-2011 19:30:24,11.96,91.9,0.25,4.22,39.595999622345,7.19,9.5,1.2
Patuxent River - Jug Bay,01-Jan-2011,19:45:24,01-Jan-2011 19:45:24,11.95,91.9,0.25,4.25,39.65,7.2,9.1,1.6
Patuxent River - Jug Bay,01-Jan-2011,20:00:24,01-Jan-2011 20:00:24,12.01,91.9,0.24,4.06,39.3079998970032,7.18,9.5,2.0
Patuxent River - Jug Bay,01-Jan-2011,20:15:24,01-Jan-2011 20:15:24,11.96,91.9,0.24,4.22,39.595999622345,7.2,9.5,1.3
Patuxent River - Jug Bay,01-Jan-2011,20:30:24,01-Jan-2011 20:30:24,11.99,92.0,0.24,4.15,39.4700001716614,7.19,9.5,1.3
Patuxent River - Jug Bay,01-Jan-2011,20:45:24,01-Jan-2011 20:45:24,12.0,91.9,0.24,4.12,39.4159997940063,7.17,10.3,1.3
Patuxent River - Jug Bay,01-Jan-2011,21:00:24,01-Jan-2011 21:00:24,12.0,92.0,0.23,4.13,39.4340002059937,7.17,10.6,1.8
Patuxent River - Jug Bay,01-Jan-2011,21:15:24,01-Jan-2011 21:15:24,12.03,92.3,0.23,4.17,39.5060001373291,7.19,8.9,1.8
Patuxent River - Jug Bay,01-Jan-2011,21:30:24,01-Jan-2011 21:30:24,12.06,92.5,0.23,4.17,39.5060001373291,7.19,8.6,1.2
Patuxent River - Jug Bay,01-Jan-2011,21:45:25,01-Jan-2011 21:45:25,12.02,92.3,0.24,4.2,39.5599996566772,7.2,8.7,1.2
Patuxent River - Jug Bay,01-Jan-2011,22:00:25,01-Jan-2011 22:00:25,11.97,92.1,0.24,4.28,39.704000377655,7.21,7.9,1.6
Patuxent River - Jug Bay,01-Jan-2011,22:15:24,01-Jan-2011 22:15:24,11.9,91.7,0.23,4.32,39.7760003089905,7.16,9.7,1.7
Patuxent River - Jug Bay,01-Jan-2011,22:30:24,01-Jan-2011 22:30:24,11.9,91.9,0.25,4.39,39.9019997596741,7.18,11.0,2.3
Patuxent River - Jug Bay,01-Jan-2011,22:45:24,01-Jan-2011 22:45:24,11.83,91.5,0.25,4.44,39.9920001029968,7.16,10.9,1.8
Patuxent River - Jug Bay,01-Jan-2011,23:00:24,01-Jan-2011 23:00:24,11.95,92.3,0.23,4.41,39.9379997253418,7.18,10.2,1.6
Patuxent River - Jug Bay,01-Jan-2011,23:15:24,01-Jan-2011 23:15:24,11.8,91.3,0.24,4.5,40.1,7.17,11.4,1.5
Patuxent River - Jug Bay,01-Jan-2011,23:30:24,01-Jan-2011 23:30:24,11.94,92.5,0.24,4.54,40.1719999313354,7.19,9.7,2.2
Patuxent River - Jug Bay,01-Jan-2011,23:45:24,01-Jan-2011 23:45:24,11.96,92.6,0.24,4.47,40.045999622345,7.19,9.8,1.7
Patuxent River - Jug Bay,02-Jan-2011,00:00:24,02-Jan-2011 00:00:24,11.95,92.6,0.24,4.55,40.1900003433228,7.18,11.2,2.1
Patuxent River - Jug Bay,02-Jan-2011,00:15:24,02-Jan-2011 00:15:24,11.91,92.6,0.25,4.66,40.3879997253418,7.2,12.3,2.1
Patuxent River - Jug Bay,02-Jan-2011,00:30:24,02-Jan-2011 00:30:24,11.89,92.4,0.25,4.64,40.3519997596741,7.21,13.7,1.8
Patuxent River - Jug Bay,02-Jan-2011,00:45:24,02-Jan-2011 00:45:24,11.89,92.4,0.25,4.64,40.3519997596741,7.2,14.4,1.5
Patuxent River - Jug Bay,02-Jan-2011,01:00:24,02-Jan-2011 01:00:24,11.89,92.5,0.26,4.69,40.4420001029968,7.19,15.8,2.4
Patuxent River - Jug Bay,02-Jan-2011,01:15:24,02-Jan-2011 01:15:24,11.91,92.6,0.26,4.65,40.3700001716614,7.21,19.7,2.2
Patuxent River - Jug Bay,02-Jan-2011,01:30:24,02-Jan-2011 01:30:24,11.91,92.7,0.26,4.68,40.4239996910095,7.23,20.6,1.9
Patuxent River - Jug Bay,02-Jan-2011,01:45:23,02-Jan-2011 01:45:23,11.9,92.8,0.26,4.75,40.55,7.23,20.6,2.3
Patuxent River - Jug Bay,02-Jan-2011,02:00:24,02-Jan-2011 02:00:24,11.91,92.8,0.26,4.74,40.5319995880127,7.24,20.5,2.2
Patuxent River - Jug Bay,02-Jan-2011,02:15:24,02-Jan-2011 02:15:24,11.9,92.7,0.26,4.73,40.5140000343323,7.25,18.9,2.2
Patuxent River - Jug Bay,02-Jan-2011,02:30:24,02-Jan-2011 02:30:24,11.93,92.6,0.26,4.59,40.2620002746582,7.24,17.7,1.7
Patuxent River - Jug Bay,02-Jan-2011,02:45:24,02-Jan-2011 02:45:24,11.92,92.6,0.26,4.62,40.3159997940063,7.25,14.4,1.9
Patuxent River - Jug Bay,02-Jan-2011,03:00:24,02-Jan-2011 03:00:24,11.8,92.2,0.26,4.87,40.7659997940063,7.28,17.5,1.6
Patuxent River - Jug Bay,02-Jan-2011,03:15:24,02-Jan-2011 03:15:24,11.92,92.6,0.26,4.65,40.3700001716614,7.24,16.7,2.2
Patuxent River - Jug Bay,02-Jan-2011,03:30:24,02-Jan-2011 03:30:24,11.93,92.6,0.26,4.6,40.2799998283386,7.22,17.1,2.2
Patuxent River - Jug Bay,02-Jan-2011,03:45:24,02-Jan-2011 03:45:24,11.93,92.7,0.26,4.64,40.3519997596741,7.21,16.5,2.2
Patuxent River - Jug Bay,02-Jan-2011,04:00:24,02-Jan-2011 04:00:24,11.95,92.5,0.26,4.52,40.1359999656677,7.22,14.7,1.6
Patuxent River - Jug Bay,02-Jan-2011,04:15:24,02-Jan-2011 04:15:24,11.91,92.4,0.26,4.56,40.2079998970032,7.22,15.3,1.8
Patuxent River - Jug Bay,02-Jan-2011,04:30:25,02-Jan-2011 04:30:25,11.94,92.5,0.26,4.52,40.1359999656677,7.2,14.9,2.2
Patuxent River - Jug Bay,02-Jan-2011,04:45:24,02-Jan-2011 04:45:24,11.9,92.7,0.26,4.77,40.5859999656677,7.23,13.3,1.8
Patuxent River - Jug Bay,02-Jan-2011,05:00:24,02-Jan-2011 05:00:24,11.88,92.7,0.26,4.79,40.6219999313355,7.21,13.4,2.0
Patuxent River - Jug Bay,02-Jan-2011,05:15:24,02-Jan-2011 05:15:24,11.86,92.6,0.26,4.82,40.6760003089905,7.21,12.8,1.9
Patuxent River - Jug Bay,02-Jan-2011,05:30:23,02-Jan-2011 05:30:23,11.84,92.8,0.25,5.0,41.0,7.18,16.0,2.6
Patuxent River - Jug Bay,02-Jan-2011,05:45:24,02-Jan-2011 05:45:24,11.81,92.7,0.25,5.03,41.054000377655,7.19,13.0,2.1
Patuxent River - Jug Bay,02-Jan-2011,06:00:24,02-Jan-2011 06:00:24,11.8,92.8,0.25,5.09,41.1620002746582,7.2,10.6,2.0
Patuxent River - Jug Bay,02-Jan-2011,06:15:24,02-Jan-2011 06:15:24,11.79,92.8,0.24,5.13,41.2340002059937,7.19,11.2,1.8
Patuxent River - Jug Bay,02-Jan-2011,06:30:23,02-Jan-2011 06:30:23,11.78,92.9,0.24,5.2,41.3599996566772,7.18,10.8,1.8
Patuxent River - Jug Bay,02-Jan-2011,06:45:24,02-Jan-2011 06:45:24,11.76,92.9,0.24,5.27,41.4859999656677,7.19,10.4,1.7
Patuxent River - Jug Bay,02-Jan-2011,07:00:24,02-Jan-2011 07:00:24,11.8,93.0,0.25,5.19,41.3420001029968,7.19,10.8,1.2
Patuxent River - Jug Bay,02-Jan-2011,07:15:24,02-Jan-2011 07:15:24,11.87,93.2,0.24,5.05,41.0900003433228,7.17,10.1,2.1
Patuxent River - Jug Bay,02-Jan-2011,07:30:24,02-Jan-2011 07:30:24,11.84,92.9,0.23,5.04,41.0719999313354,7.16,9.6,2.0
Patuxent River - Jug Bay,02-Jan-2011,07:45:24,02-Jan-2011 07:45:24,11.87,93.0,0.23,4.96,40.9280000686646,7.17,9.2,1.5
Patuxent River - Jug Bay,02-Jan-2011,08:00:24,02-Jan-2011 08:00:24,11.71,92.9,0.23,5.48,41.8640000343323,7.17,9.0,1.6
Patuxent River - Jug Bay,02-Jan-2011,08:15:24,02-Jan-2011 08:15:24,11.71,92.2,0.23,5.13,41.2340002059937,7.13,10.9,1.8
Patuxent River - Jug Bay,02-Jan-2011,08:30:24,02-Jan-2011 08:30:24,11.85,92.8,0.22,4.97,40.945999622345,7.17,9.5,1.7
Patuxent River - Jug Bay,02-Jan-2011,08:45:25,02-Jan-2011 08:45:25,11.71,92.6,0.23,5.34,41.6120002746582,7.16,8.9,1.4
Patuxent River - Jug Bay,02-Jan-2011,09:00:24,02-Jan-2011 09:00:24,11.64,92.3,0.23,5.43,41.7739996910095,7.17,9.5,1.6
Patuxent River - Jug Bay,02-Jan-2011,09:15:24,02-Jan-2011 09:15:24,11.33,92.0,0.24,6.35,43.4299998283386,7.22,9.1,1.6
Patuxent River - Jug Bay,02-Jan-2011,09:30:24,02-Jan-2011 09:30:24,11.53,92.2,0.23,5.78,42.404000377655,7.17,8.4,1.8
Patuxent River - Jug Bay,02-Jan-2011,09:45:24,02-Jan-2011 09:45:24,11.58,92.4,0.23,5.66,42.1879997253418,7.15,9.6,2.0
Patuxent River - Jug Bay,02-Jan-2011,10:00:24,02-Jan-2011 10:00:24,11.26,91.9,0.24,6.58,43.8439998626709,7.23,8.3,2.1
Patuxent River - Jug Bay,02-Jan-2011,10:15:24,02-Jan-2011 10:15:24,11.05,90.7,0.24,6.8,44.2400003433228,7.22,7.9,1.8
Patuxent River - Jug Bay,02-Jan-2011,10:30:24,02-Jan-2011 10:30:24,11.26,91.8,0.24,6.55,43.7900003433228,7.21,8.3,2.2
Patuxent River - Jug Bay,02-Jan-2011,10:45:24,02-Jan-2011 10:45:24,11.36,91.7,0.24,6.13,43.0340002059937,7.13,8.9,2.1
Patuxent River - Jug Bay,02-Jan-2011,11:00:23,02-Jan-2011 11:00:23,11.5,92.1,0.23,5.82,42.4760003089905,7.13,8.6,1.9
Patuxent River - Jug Bay,02-Jan-2011,11:15:24,02-Jan-2011 11:15:24,11.56,92.1,0.23,5.6,42.0799998283386,7.1,11.6,2.3
Patuxent River - Jug Bay,02-Jan-2011,11:30:24,02-Jan-2011 11:30:24,11.59,92.0,0.23,5.46,41.8280000686646,7.12,10.0,2.2
Patuxent River - Jug Bay,02-Jan-2011,11:45:24,02-Jan-2011 11:45:24,11.67,92.5,0.23,5.41,41.7379997253418,7.13,10.1,1.6
Patuxent River - Jug Bay,02-Jan-2011,12:00:24,02-Jan-2011 12:00:24,11.7,92.7,0.23,5.4,41.7200001716614,7.17,9.8,1.8
Patuxent River - Jug Bay,02-Jan-2011,12:15:24,02-Jan-2011 12:15:24,11.69,92.8,0.23,5.47,41.845999622345,7.15,9.8,2.1
Patuxent River - Jug Bay,02-Jan-2011,12:30:24,02-Jan-2011 12:30:24,11.69,92.9,0.23,5.52,41.9359999656677,7.15,11.1,2.3
Patuxent River - Jug Bay,02-Jan-2011,12:45:24,02-Jan-2011 12:45:24,11.64,92.6,0.24,5.57,42.0260003089905,7.19,11.5,1.4
Patuxent River - Jug Bay,02-Jan-2011,13:00:24,02-Jan-2011 13:00:24,11.68,93.0,0.24,5.6,42.0799998283386,7.16,11.1,2.2
Patuxent River - Jug Bay,02-Jan-2011,13:15:24,02-Jan-2011 13:15:24,11.67,92.8,0.24,5.55,41.9900003433228,7.15,15.4,2.0
Patuxent River - Jug Bay,02-Jan-2011,13:30:24,02-Jan-2011 13:30:24,11.7,92.8,0.24,5.44,41.7920001029968,7.2,19.5,2.3
Patuxent River - Jug Bay,02-Jan-2011,13:45:24,02-Jan-2011 13:45:24,11.69,92.7,0.24,5.44,41.7920001029968,7.17,19.8,2.7
Patuxent River - Jug Bay,02-Jan-2011,14:00:24,02-Jan-2011 14:00:24,11.69,92.6,0.24,5.38,41.6840002059937,7.2,18.6,2.1
Patuxent River - Jug Bay,02-Jan-2011,14:15:24,02-Jan-2011 14:15:24,11.67,92.7,0.24,5.47,41.845999622345,7.2,15.2,1.9
Patuxent River - Jug Bay,02-Jan-2011,14:30:24,02-Jan-2011 14:30:24,11.69,92.7,0.24,5.41,41.7379997253418,7.2,14.8,1.3
Patuxent River - Jug Bay,02-Jan-2011,14:45:24,02-Jan-2011 14:45:24,11.67,92.5,0.24,5.44,41.7920001029968,7.22,15.6,1.9
Patuxent River - Jug Bay,02-Jan-2011,15:00:24,02-Jan-2011 15:00:24,11.67,92.6,0.25,5.46,41.8280000686646,7.23,14.7,2.4
Patuxent River - Jug Bay,02-Jan-2011,15:15:24,02-Jan-2011 15:15:24,11.67,92.4,0.25,5.36,41.6480002403259,7.23,14.6,2.1
Patuxent River - Jug Bay,02-Jan-2011,15:30:24,02-Jan-2011 15:30:24,11.61,92.7,0.24,5.69,42.2420001029968,7.25,11.5,2.0
Patuxent River - Jug Bay,02-Jan-2011,15:45:24,02-Jan-2011 15:45:24,11.65,92.6,0.24,5.51,41.9180004119873,7.23,12.9,2.0
Patuxent River - Jug Bay,02-Jan-2011,16:00:24,02-Jan-2011 16:00:24,11.69,92.7,0.25,5.43,41.7739996910095,7.21,12.9,1.9
Patuxent River - Jug Bay,02-Jan-2011,16:15:24,02-Jan-2011 16:15:24,11.7,92.6,0.25,5.34,41.6120002746582,7.21,14.4,2.3
Patuxent River - Jug Bay,02-Jan-2011,16:30:24,02-Jan-2011 16:30:24,11.72,92.6,0.24,5.31,41.5579998970032,7.23,13.7,2.1
Patuxent River - Jug Bay,02-Jan-2011,16:45:24,02-Jan-2011 16:45:24,11.74,92.6,0.24,5.21,41.3780000686645,7.21,13.9,2.1
Patuxent River - Jug Bay,02-Jan-2011,17:00:24,02-Jan-2011 17:00:24,11.69,92.6,0.24,5.36,41.6480002403259,7.21,13.4,2.3
Patuxent River - Jug Bay,02-Jan-2011,17:15:24,02-Jan-2011 17:15:24,11.71,92.4,0.26,5.23,41.4140000343323,7.18,14.3,2.5
Patuxent River - Jug Bay,02-Jan-2011,17:30:24,02-Jan-2011 17:30:24,11.69,92.5,0.24,5.32,41.5760003089905,7.21,16.0,1.7
Patuxent River - Jug Bay,02-Jan-2011,17:45:24,02-Jan-2011 17:45:24,11.66,92.4,0.24,5.39,41.7019997596741,7.18,18.4,1.9
Patuxent River - Jug Bay,02-Jan-2011,18:00:24,02-Jan-2011 18:00:24,11.64,92.4,0.25,5.47,41.845999622345,7.2,17.8,1.9
Patuxent River - Jug Bay,02-Jan-2011,18:15:24,02-Jan-2011 18:15:24,11.62,92.6,0.25,5.63,42.1340002059937,7.18,16.6,1.8
Patuxent River - Jug Bay,02-Jan-2011,18:30:24,02-Jan-2011 18:30:24,11.59,92.4,0.25,5.63,42.1340002059937,7.18,13.6,2.3
Patuxent River - Jug Bay,02-Jan-2011,18:45:24,02-Jan-2011 18:45:24,11.62,92.7,0.24,5.66,42.1879997253418,7.16,13.4,2.0
Patuxent River - Jug Bay,02-Jan-2011,19:00:24,02-Jan-2011 19:00:24,11.55,92.4,0.25,5.74,42.3319995880127,7.18,13.3,1.8
